Offset(P)            #Ptr   #Hnd Access Name
0x000000013cf57480     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wpdshext.dll
0x000000013cf577e0      2      1 R--rwd \Device\HarddiskVolume1\Windows\Fonts
0x000000013cf58640      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wevtapi.dll
0x000000013cf58790     15      0 RW---- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Internet Explorer\Recovery\High\Active\RecoveryStore.{5092DCB3-3C05-11E5-A517-240A64DEC50A}.dat
0x000000013cf58de0      9      1 RW-r-d \Device\HarddiskVolume1\Windows\ServiceProfiles\LocalService\AppData\Local\~FontCache-S-1-5-21-4053879293-519676979-2260113910-1000.dat
0x000000013cf62070     11      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\samcli.dll
0x000000013cf64bc0      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\StructuredQuery.dll
0x000000013cf65770      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013cf69140     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\bitsperf.dll
0x000000013cf6ba40      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\spp.dll
0x000000013cf6c8d0     13      1 R--r-d \Device\HarddiskVolume1\Windows\System32\korwbrkr.lex
0x000000013cf70d00     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\wininet.dll.mui
0x000000013cf73200      2      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742\msvcm90.dll
0x000000013cf77d10     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wersvc.dll
0x000000013cf794f0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013cf826a0     16      0 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\83XLDW4P\openhand.cur[1].ico
0x000000013cf83a10     14      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\ESTsoft\ALZip\AZCTM64.dll
0x000000013cf8add0      5      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\WindowsCodecsExt.dll
0x000000013cf8af20      1      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\KernelBase.dll.mui
0x000000013cf8b9e0      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dhcpcsvc.dll
0x000000013cf8c3a0     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\msxml6r.dll
0x000000013cf8cdd0      9      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\msxml6.dll
0x000000013cf91c80     17      1 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HncUtils\Update\CabLib.dll
0x000000013cf95480     15      0 R--r-- \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\Protect\S-1-5-21-4053879293-519676979-2260113910-1000\Preferred
0x000000013cf95d20     15      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HncUtils\Update\HncUpdate.exe
0x000000013cfaf9b0     14      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\netutils.dll
0x000000013cfb9450     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\68T73U1O\6[1].png
0x000000013cfbc840     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\YQ0MYF3J\9[1].png
0x000000013cfc2440     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\83XLDW4P\5[1].png
0x000000013cfc2f20      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013cfc3780      3      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000013cfc3cb0      1      1 ------ \Device\Afd\Endpoint
0x000000013cfd57b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dhcpcsvc6.dll
0x000000013cfd5e50     12      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Configuration\bc09ad2d49d8535371845cd7532f9271\System.Configuration.ni.dll
0x000000013cfd7540     15      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Management\6f3b99ed0b791ff4d8aa52f2f0cd0bcf\System.Management.ni.dll
0x000000013cfd78a0     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\NapiNSP.dll
0x000000013cfd7ba0     11      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Xml\461d3b6b3f43e6fbe6c897d5936e17e4\System.Xml.ni.dll
0x000000013cfe0460     26      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013cfe2070     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wbem\wbemprox.dll
0x000000013cfe22d0     12      0 R--r-d \Device\HarddiskVolume1\Windows\Microsoft.NET\Framework\v2.0.50727\WMINet_Utils.dll
0x000000013cfe3530     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wbem\fastprox.dll
0x000000013cfe3d40     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wbem\wbemsvc.dll
0x000000013cfe4460      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc80.crt_1fc8b3b9a1e18e3b_8.0.50727.4940_none_d08cc06a442b34fc
0x000000013cfe4920     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ntdsapi.dll
0x000000013cfe5cb0     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\pnrpnsp.dll
0x000000013cfe6a50     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\dskquota.dll
0x000000013cfe7780      1      1 ------ \Device\Afd\Endpoint
0x000000013cfeac50     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wbem\wmiutils.dll
0x000000013cfeb070     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\nlaapi.dll
0x000000013cfeb650      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013cfec780     10      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\rasapi32.dll
0x000000013cfec8d0      5      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wbemcomn.dll
0x000000013cfeef20      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\KernelBase.dll.mui
0x000000013cfef1f0     14      1 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HncUtils\Update\PacketLib.dll
0x000000013cfefbc0     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\winrnr.dll
0x000000013cfeff20     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wshbth.dll
0x000000013cff1220     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\68T73U1O\14[1].png
0x000000013cffd760      1      1 ------ \Device\NamedPipe\MsFteWds
0x000000013d2202d0      8      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\ieframe.dll.mui
0x000000013d2204c0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\winshfhc.dll
0x000000013d2206a0     10      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\sqmapi.dll
0x000000013d220b30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d221070      8      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\ExplorerFrame.dll
0x000000013d2227a0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000013d2228f0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d2253f0     14      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\dnsapi.dll
0x000000013d225540      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d229070     15      0 R--rwd \Device\HarddiskVolume1\Windows\Fonts\estre.ttf
0x000000013d22c8a0     29      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2397b0     16      0 R--r-d \Device\HarddiskVolume1\PROGRA~2\COMMON~1\MICROS~1\IME14\SHARED\IMETIP.DLL
0x000000013d248070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\SyncCenter.dll
0x000000013d24a6b0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\msisip.dll
0x000000013d24d3a0      3      1 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Roaming\Microsoft\SystemCertificates\My
0x000000013d2567a0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2568f0     12      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mscoree.dll
0x000000013d258d40     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\imapi2.dll
0x000000013d25a070     14      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssph.dll
0x000000013d25aaa0     13      0 R--rwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Internet Explorer\imagestore\i7se0h5\imagestore.dat
0x000000013d25b360      5      0 R--r-d \Device\HarddiskVolume1\Windows\System32\hgcpl.dll
0x000000013d25d4a0     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mapi32.dll
0x000000013d25fcb0     33      1 RW---- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Internet Explorer\Recovery\High\Active\RecoveryStore.{B4DB7A23-634D-11E5-B49F-240A64DEC50A}.dat
0x000000013d260520      7      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\iexplore.exe
0x000000013d267140      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d2681d0      3      0 R--r-d \Device\HarddiskVolume1\Program Files\Internet Explorer\IEShims.dll
0x000000013d26cc80      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\propsys.dll.mui
0x000000013d273d40     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d273f20     17      1 RW-rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\counters.dat
0x000000013d275360      1      1 RWDrwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\~DF82AE9FC09C369B9F.TMP
0x000000013d275860     10      0 R--r-d \Device\HarddiskVolume1\PROGRA~2\MICROS~1\Office14\MSOHEV.DLL
0x000000013d276740      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d276890      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_a4d6a923711520a9
0x000000013d278de0      1      1 R--r-- \Device\HarddiskVolume1\Windows\Registration\R000000000006.clb
0x000000013d27c7a0      1      1 R--rw- \Device\HarddiskVolume1\Users\KAB\Desktop
0x000000013d27dea0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d27f9e0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ieframe.dll
0x000000013d281e60     11      0 R--r-d \Device\HarddiskVolume1\Windows\System32\mssitlb.dll
0x000000013d284b70     27      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2a0f20      1      1 R----- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\WebCacheLock.dat
0x000000013d2a1c80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_fa396087175ac9ac
0x000000013d2a37f0      1      1 R--rw- \Device\HarddiskVolume1\Windows
0x000000013d2a47b0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d2a4cd0     18      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2a4f20     16      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\ko-KR\iexplore.exe.mui
0x000000013d2a5d70      1      1 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\ko-KR\iexplore.exe.mui
0x000000013d2a82e0     15      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ieframe.dll
0x000000013d2a85f0     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\api-ms-win-downlevel-shell32-l1-1-0.dll
0x000000013d2ad7d0      4      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\iexplore.exe
0x000000013d2addd0      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2b0440     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\urlmon.dll.mui
0x000000013d2b2070      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af
0x000000013d2b2d40     16      0 R--r-d \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_5.82.7601.17514_none_ec83dffa859149af\comctl32.dll
0x000000013d2b3c90     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\wshqos.dll.mui
0x000000013d2b4690      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\rasadhlp.dll
0x000000013d2b5f20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.windows.common-controls_6595b64144ccf1df_6.0.7601.17514_none_41e6975e2bd6f2b2
0x000000013d2b6070      3      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\IEShims.dll
0x000000013d2b9340     15      1 R--r-d \Device\HarddiskVolume1\Windows\System32\en-US\ieframe.dll.mui
0x000000013d2b9730      1      1 RW-rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\counters.dat
0x000000013d2bc140      3      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\webio.dll
0x000000013d2bc520      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wship6.dll
0x000000013d2bca30      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d2bcd30      3      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\winhttp.dll
0x000000013d2ce810     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\api-ms-win-downlevel-shlwapi-l2-1-0.dll
0x000000013d2cfa20     15      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Internet Explorer\ieproxy.dll
0x000000013d2d1920     14      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\mshtml.dll
0x000000013d2d26b0      8      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\winnsi.dll
0x000000013d2d2a50      9      0 R--r-d \Device\HarddiskVolume1\Windows\System32\ieui.dll
0x000000013d2d3340      5      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\IPHLPAPI.DLL
0x000000013d2d35d0      4      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\mswsock.dll
0x000000013d2d6420     15      0 R--r-d \Device\HarddiskVolume1\Program Files\Windows Defender\MsMpRes.dll
0x000000013d2d6610      2      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2d6cc0     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2d6f20     18      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000013d2d7b00      1      0 RW-rwd \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x000000013d2d8f20      1      1 RWDrwd \Device\HarddiskVolume1\Users\KAB\AppData\Local\Temp\~DF9BB5218A5C43CB1E.TMP
0x000000013d2d9460      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\user32.dll.mui
0x000000013d2d95b0      1      1 R--r-d \Device\HarddiskVolume1\Windows\Fonts\StaticCache.dat
0x000000013d2d9700      4      0 R--rwd \Device\HarddiskVolume1\Windows\SysWOW64\dui70.dll
0x000000013d2ed350      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\msctf.dll.mui
0x000000013d2edf20     16      0 R--r-- \Device\HarddiskVolume1\Windows\AppPatch\pcamain.sdb
0x000000013d2ee420      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d2ee950     31      1 RW---- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Internet Explorer\Recovery\High\Active\{B4DB7A25-634D-11E5-B49F-240A64DEC50A}.dat
0x000000013d2f1070     13      0 R--r-d \Device\HarddiskVolume1\Program Files (x86)\Hnc\HOffice9\Bin\Hwp.exe
0x000000013d2f1a60     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ieui.dll
0x000000013d2f1f20      1      0 RW-rwd \Device\HarddiskVolume1\$PrepareToShrinkFileSize
0x000000013d2f5860     28      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d2f5cc0     10      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\Macromed\Flash\Flash32_19_0_0_185.ocx
0x000000013d2f6070     10      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wshext.dll
0x000000013d2f6310     19      0 RW-rwd \Device\HarddiskVolume1\$ConvertToNonresident
0x000000013d2f68d0      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d2f72e0     15      0 R--rw- \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\83XLDW4P\59aa3b9b.vendor[1].css
0x000000013d2f7610     16      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\shdocvw.dll.mui
0x000000013d2faa30     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\msctf.dll.mui
0x000000013d2fcb70     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\wshtcpip.dll.mui
0x000000013d2fcf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d2fd840      4      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\FWPUCLNT.DLL
0x000000013d2fdf20      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\amd64_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.6161_none_08e61857a83bc251
0x000000013d2ff2e0     15      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\wshqos.dll
0x000000013d569f20     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\blackbox.dll
0x000000013d56a6f0      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\FirewallAPI.dll.mui
0x000000013d56ba10     31      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d56c5c0      8      0 R--r-d \Device\HarddiskVolume1\Windows\assembly\NativeImages_v2.0.50727_32\System.Drawing\dbfe8642a8ed7b2b103ad28e0c96418a\System.Drawing.ni.dll
0x000000013d56dc80      1      1 R--rw- \Device\HarddiskVolume1\Windows\winsxs\x86_microsoft.vc90.crt_1fc8b3b9a1e18e3b_9.0.30729.4940_none_50916076bcb9a742
0x000000013d56e890      6      0 R--r-d \Device\HarddiskVolume1\Windows\System32\UIAnimation.dll
0x000000013d579070     17      0 R--r-- \Device\HarddiskVolume1\Windows\System32\catroot2\edb.log
0x000000013d579240      4      0 R--r-- \Device\HarddiskVolume1\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000013d5831f0     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\wship6.dll.mui
0x000000013d5838b0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000013d583c90     13      0 R--r-- \Device\HarddiskVolume1\Windows\System32\catroot2\{127D0A1D-4EF2-11D1-8608-00C04FC295EE}\catdb
0x000000013d583de0      1      1 RW---- \Device\HarddiskVolume1\Windows\System32\catroot2\{F750E6C3-38EE-11D1-85E5-00C04FC295EE}\catdb
0x000000013d586600     17      1 RW-rw- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\Projects\SystemIndex\SecStore\CiST0000.000
0x000000013d588f20     15      0 R--r-d \Device\HarddiskVolume1\Users\KAB\AppData\Local\Microsoft\Windows\Temporary Internet Files\Content.IE5\68T73U1O\16[1].png
0x000000013d5a7dd0     13      0 R--r-d \Device\HarddiskVolume1\Windows\System32\wmp.dll
0x000000013d5a7f20      1      1 RW---- \Device\HarddiskVolume1\ProgramData\Microsoft\Search\Data\Applications\Windows\MSStmp.log
0x000000013d5aa4d0     12      0 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\d3d8thk.dll
0x000000013d5ab950     33      0 RW-rwd \Device\HarddiskVolume1\$Directory
0x000000013d5b5070     17      1 R--r-d \Device\HarddiskVolume1\Windows\SysWOW64\ko-KR\wdmaud.drv.mui
0x000000013d5b6260      1      1 R--r-d \Device\HarddiskVolume1\Windows\System32\ko-KR\wmploc.DLL.mui
